PARTNO,ROUTECD,PARTCUSTID,TRANSCD,QTY,DATE,TIME,PART_ID,datetime,DEADLINE,FOLLOW_TYPE,BATCH_INDEX,BATCH_ID
A759230D140,SDHN,F716,4,1.0,2025-07-04,14:15:10,A759230D140,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
C23705E0200,SDHN,J711,4,1.0,2025-07-04,14:15:10,C23705E0200,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
A8710652080,SDHN,F742,4,1.0,2025-07-04,14:15:10,A8710652080,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
N900832223TW,SDHN,J709,4,10.0,2025-07-04,14:15:10,N900832223TW,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
D5253578020,SDHN,F753,4,1.0,2025-07-04,14:15:10,D5253578020,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
A165720M090,SDHN,E705,4,1.0,2025-07-04,14:15:10,A165720M090,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
C23704E0330,SDHN,J711,4,1.0,2025-07-04,14:15:10,C23704E0330,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
G3140137011,SDHN,J711,4,1.0,2025-07-04,14:15:10,G3140137011,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
6C8HC800N01B,SDHN,F714,4,10.0,2025-07-04,14:15:10,6C8HC800N01B,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
6C8HC800N01B,SDHN,E701,4,10.0,2025-07-04,14:15:10,6C8HC800N01B,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
C1560178140,SDHN,J710,4,2.0,2025-07-04,14:15:10,C1560178140,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
A6921712020,SDHN,F720,4,1.0,2025-07-04,14:15:10,A6921712020,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
A4737112240,SDHN,F730,4,2.0,2025-07-04,14:15:10,A4737112240,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
A674810D030,SDHN,F716,4,1.0,2025-07-04,14:15:10,A674810D030,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
C2330478260,SDHN,J712,4,1.0,2025-07-04,14:15:10,C2330478260,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
C2330478260,SDHN,J711,4,1.0,2025-07-04,14:15:10,C2330478260,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
C17801E0230,SDHN,J712,4,1.0,2025-07-04,14:15:10,C17801E0230,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,196,SDHN_B196
A8791042M30,SDHN,E704,4,1.0,2025-07-04,14:15:10,A8791042M30,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
C23304EV441,SDHN,J711,4,1.0,2025-07-04,14:15:10,C23304EV441,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
A044660A010,SDHN,F708,4,1.0,2025-07-04,14:15:10,A044660A010,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
G8713928020,SDHN,J710,4,1.0,2025-07-04,14:15:10,G8713928020,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
A7710342080,SDHN,E712,4,1.0,2025-07-04,14:15:10,A7710342080,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
A9091602705,SDHN,E749,4,1.0,2025-07-04,14:15:10,A9091602705,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
D7596678020,SDHN,F753,4,1.0,2025-07-04,14:15:10,D7596678020,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
D7598878020,SDHN,F753,4,1.0,2025-07-04,14:15:10,D7598878020,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
6C8HC800N01B,SDHN,E708,4,10.0,2025-07-04,14:15:10,6C8HC800N01B,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
A7452816010,SDHN,F708,4,1.0,2025-07-04,14:15:10,A7452816010,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
6C8HC800N01B,SDHN,F712,4,20.0,2025-07-04,14:15:10,6C8HC800N01B,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
A6161742080,SDHN,F701,4,3.0,2025-07-04,14:15:10,A6161742080,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
A7702452280,SDHN,E741,4,1.0,2025-07-04,14:15:10,A7702452280,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
6C8HC800N01B,SDHN,F711,4,10.0,2025-07-04,14:15:10,6C8HC800N01B,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
S0400434348,SDHN,F752,4,1.0,2025-07-04,14:15:10,S0400434348,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
6C8HC800N01B,SDHN,F708,4,20.0,2025-07-04,14:15:10,6C8HC800N01B,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
6C8HC800N01B,SDHN,F722,4,10.0,2025-07-04,14:15:10,6C8HC800N01B,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
S0400434248,SDHN,F751,4,2.0,2025-07-04,14:15:10,S0400434248,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
CS474418660,SDHN,J710,4,1.0,2025-07-04,14:15:10,CS474418660,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
FTW9491420010T,SDHN,J709,4,3.0,2025-07-04,14:15:10,FTW9491420010T,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,197,SDHN_B197
A9094802178,SDHN,F701,4,2.0,2025-07-04,14:15:10,A9094802178,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
6C8HC800N01B,SDHN,F716,4,10.0,2025-07-04,14:15:10,6C8HC800N01B,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
A9094202082,SDHN,F716,4,1.0,2025-07-04,14:15:10,A9094202082,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
CSZ16606001,SDHN,J709,4,6.0,2025-07-04,14:15:10,CSZ16606001,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
A9031135080,SDHN,F744,4,1.0,2025-07-04,14:15:10,A9031135080,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
G0446537091,SDHN,J710,4,1.0,2025-07-04,14:15:10,G0446537091,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
A7710342080,SDHN,F74F,4,1.0,2025-07-04,14:15:10,A7710342080,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
A7710342080,SDHN,F703,4,1.0,2025-07-04,14:15:10,A7710342080,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
A0443706220,SDHN,F704,4,1.0,2025-07-04,14:15:10,A0443706220,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
A8531002750,SDHN,E702,4,1.0,2025-07-04,14:15:10,A8531002750,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
D5312778030,SDHN,F753,4,1.0,2025-07-04,14:15:10,D5312778030,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
A0443806620,SDHN,F704,4,1.0,2025-07-04,14:15:10,A0443806620,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
O04005011B5,SDHN,F712,4,2.0,2025-07-04,14:15:10,O04005011B5,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
A16100B9490,SDHN,F701,4,1.0,2025-07-04,14:15:10,A16100B9490,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
A9043037140,SDHN,E709,4,1.0,2025-07-04,14:15:10,A9043037140,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
C9046710161,SDHN,J712,4,2.0,2025-07-04,14:15:10,C9046710161,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
D8521433180,SDHN,E751,4,1.0,2025-07-04,14:15:10,D8521433180,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
NPZ06112765F8,SDHN,E708,4,1.0,2025-07-04,14:15:10,NPZ06112765F8,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
A0446647101,SDHN,F729,4,1.0,2025-07-04,14:15:10,A0446647101,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
A486820D200,SDHN,F712,4,2.0,2025-07-04,14:15:10,A486820D200,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,198,SDHN_B198
A5259202301,SDHN,F730,4,1.0,2025-07-04,14:15:10,A5259202301,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
D8149628010,SDHN,F752,4,1.0,2025-07-04,14:15:10,D8149628010,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
C1663078240,SDHN,J710,4,1.0,2025-07-04,14:15:10,C1663078240,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
A6922702420,SDHN,E704,4,1.0,2025-07-04,14:15:10,A6922702420,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
A4806909221,SDHN,F719,4,1.0,2025-07-04,14:15:10,A4806909221,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
D6784276030,SDHN,E751,4,1.0,2025-07-04,14:15:10,D6784276030,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
A8434049105,SDHN,F721,4,1.0,2025-07-04,14:15:10,A8434049105,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
A91631B0618,SDHN,E715,4,1.0,2025-07-04,14:15:10,A91631B0618,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
S0400434533,SDHN,F754,4,2.0,2025-07-04,14:15:10,S0400434533,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
S0400434533,SDHN,F752,4,4.0,2025-07-04,14:15:10,S0400434533,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
S0400434148,SDHN,F751,4,2.0,2025-07-04,14:15:10,S0400434148,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
C23304EV441,SDHN,J712,4,2.0,2025-07-04,14:15:10,C23304EV441,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
C23304EV441,SDHN,J709,4,2.0,2025-07-04,14:15:10,C23304EV441,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
CS47ABEV060,SDHN,J709,4,1.0,2025-07-04,14:15:10,CS47ABEV060,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
N485300268083,SDHN,E715,4,1.0,2025-07-04,14:15:10,N485300268083,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
VC37HCNXM01B,SDHN,E751,4,5.0,2025-07-04,14:15:10,VC37HCNXM01B,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
C23304EV441,SDHN,J710,4,2.0,2025-07-04,14:15:10,C23304EV441,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
G1780131160,SDHN,J713,4,1.0,2025-07-04,14:15:10,G1780131160,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
A7710342080,SDHN,E708,4,1.0,2025-07-04,14:15:10,A7710342080,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
A165730T050,SDHN,E706,4,1.0,2025-07-04,14:15:10,A165730T050,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,199,SDHN_B199
A165710T160,SDHN,F742,4,1.0,2025-07-04,14:15:10,A165710T160,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
6C8HC800N01B,SDHN,E712,4,20.0,2025-07-04,14:15:10,6C8HC800N01B,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
6C8HC800N01B,SDHN,F710,4,10.0,2025-07-04,14:15:10,6C8HC800N01B,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
C1560178140,SDHN,J712,4,3.0,2025-07-04,14:15:10,C1560178140,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
6C4BJU00Q01B,SDHN,F701,4,1.0,2025-07-04,14:15:10,6C4BJU00Q01B,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
N485300268083,SDHN,F741,4,1.0,2025-07-04,14:15:10,N485300268083,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
A044660A010,SDHN,E712,4,1.0,2025-07-04,14:15:10,A044660A010,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
G8713928020,SDHN,J713,4,1.0,2025-07-04,14:15:10,G8713928020,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
A163610D231,SDHN,E704,4,1.0,2025-07-04,14:15:10,A163610D231,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
A532880D150,SDHN,E743,4,1.0,2025-07-04,14:15:10,A532880D150,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
A4351206190,SDHN,F711,4,1.0,2025-07-04,14:15:10,A4351206190,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
C15601EV030,SDHN,J710,4,1.0,2025-07-04,14:15:10,C15601EV030,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
C15601EV030,SDHN,J711,4,1.0,2025-07-04,14:15:10,C15601EV030,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
A17801YZZT3,SDHN,F727,4,2.0,2025-07-04,14:15:10,A17801YZZT3,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
CS47ABEV060,SDHN,J711,4,2.0,2025-07-04,14:15:10,CS47ABEV060,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
A044660A010,SDHN,F74F,4,1.0,2025-07-04,14:15:10,A044660A010,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
G1780131160,SDHN,J710,4,1.0,2025-07-04,14:15:10,G1780131160,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
A163610D231,SDHN,F742,4,1.0,2025-07-04,14:15:10,A163610D231,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
A532860D100,SDHN,E705,4,1.0,2025-07-04,14:15:10,A532860D100,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
A90916T2037,SDHN,F703,4,1.0,2025-07-04,14:15:10,A90916T2037,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,200,SDHN_B200
6C8HC800N01B,SDHN,F703,4,40.0,2025-07-04,14:15:10,6C8HC800N01B,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,201,SDHN_B201
6C8HC800N01B,SDHN,E721,4,10.0,2025-07-04,14:15:10,6C8HC800N01B,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,201,SDHN_B201
O04005011B5,SDHN,F745,4,1.0,2025-07-04,14:15:10,O04005011B5,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,201,SDHN_B201
A435120D080,SDHN,F711,4,2.0,2025-07-04,14:15:10,A435120D080,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,201,SDHN_B201
S0400434348,SDHN,F751,4,6.0,2025-07-04,14:15:10,S0400434348,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,201,SDHN_B201
D1780177050,SDHN,F752,4,1.0,2025-07-04,14:15:10,D1780177050,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,201,SDHN_B201
C23304EV570,SDHN,J710,4,3.0,2025-07-04,14:15:10,C23304EV570,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,201,SDHN_B201
VC37HCNXM01B,SDHN,E752,4,1.0,2025-07-04,14:15:10,VC37HCNXM01B,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,201,SDHN_B201
D8847417010,SDHN,E751,4,1.0,2025-07-04,14:15:10,D8847417010,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,201,SDHN_B201
C1636178220,SDHN,J709,4,1.0,2025-07-04,14:15:10,C1636178220,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,201,SDHN_B201
A8521412320,SDHN,F722,4,1.0,2025-07-04,14:15:10,A8521412320,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,201,SDHN_B201
A1626024050,SDHN,E74B,4,1.0,2025-07-04,14:15:10,A1626024050,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,201,SDHN_B201
A9091901285,SDHN,F722,4,4.0,2025-07-04,14:15:10,A9091901285,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,201,SDHN_B201
A7544312B90,SDHN,F701,4,1.0,2025-07-04,14:15:10,A7544312B90,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,201,SDHN_B201
A8158002E21,SDHN,F701,4,1.0,2025-07-04,14:15:10,A8158002E21,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,201,SDHN_B201
A5259102430,SDHN,F701,4,1.0,2025-07-04,14:15:10,A5259102430,2025-07-04 14:15:10,2025-07-04 17:30:00,OTHER,201,SDHN_B201
A8530102070,SDHN,E702,4,1.0,2025-07-04,14:35:11,A8530102070,2025-07-04 14:35:11,2025-07-04 17:30:00,OTHER,201,SDHN_B201
A1237236060,SDHN,F710,4,1.0,2025-07-04,14:40:06,A1237236060,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,201,SDHN_B201
C16250E0551,SDHN,J709,4,1.0,2025-07-04,14:40:06,C16250E0551,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,201,SDHN_B201
A424500M010,SDHN,E712,4,1.0,2025-07-04,14:40:06,A424500M010,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,201,SDHN_B201
A6922802902,SDHN,F710,4,1.0,2025-07-04,14:40:06,A6922802902,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,202,SDHN_B202
A5338102210,SDHN,F728,4,1.0,2025-07-04,14:40:06,A5338102210,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,202,SDHN_B202
A759240D140,SDHN,E723,4,1.0,2025-07-04,14:40:06,A759240D140,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,202,SDHN_B202
A1236136130,SDHN,F710,4,1.0,2025-07-04,14:40:06,A1236136130,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,202,SDHN_B202
A8934862180C1,SDHN,E711,4,2.0,2025-07-04,14:40:06,A8934862180C1,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,202,SDHN_B202
A9018906237,SDHN,F710,4,2.0,2025-07-04,14:40:06,A9018906237,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,202,SDHN_B202
C8850137120,SDHN,J713,4,2.0,2025-07-04,14:40:06,C8850137120,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,202,SDHN_B202
A112980T260,SDHN,F728,4,1.0,2025-07-04,14:40:06,A112980T260,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,202,SDHN_B202
FTW4478003370T,SDHN,J713,4,7.0,2025-07-04,14:40:06,FTW4478003370T,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,202,SDHN_B202
A678420D090,SDHN,E723,4,1.0,2025-07-04,14:40:06,A678420D090,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,202,SDHN_B202
A525760D200,SDHN,E711,4,1.0,2025-07-04,14:40:06,A525760D200,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,202,SDHN_B202
A1230536040,SDHN,F710,4,1.0,2025-07-04,14:40:06,A1230536040,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,202,SDHN_B202
A6921006220B0,SDHN,F710,4,1.0,2025-07-04,14:40:06,A6921006220B0,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,202,SDHN_B202
A8934852300C1,SDHN,E711,4,2.0,2025-07-04,14:40:06,A8934852300C1,2025-07-04 14:40:06,2025-07-04 17:30:00,OTHER,202,SDHN_B202
A89745K0010,SDHN,F714,4,1.0,2025-07-04,15:00:03,A89745K0010,2025-07-04 15:00:03,2025-07-04 17:30:00,OTHER,202,SDHN_B202
A8990412451,SDHN,F711,4,1.0,2025-07-04,15:00:03,A8990412451,2025-07-04 15:00:03,2025-07-04 17:30:00,OTHER,202,SDHN_B202
A1626424050,SDHN,F709,4,1.0,2025-07-04,15:00:08,A1626424050,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,202,SDHN_B202
C53881E0131,SDHN,J790,4,1.0,2025-07-04,15:00:08,C53881E0131,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,202,SDHN_B202
D8536278010,SDHN,F752,4,1.0,2025-07-04,15:00:08,D8536278010,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,202,SDHN_B202
D4334049035,SDHN,F753,4,1.0,2025-07-04,15:00:08,D4334049035,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,202,SDHN_B202
A8851528240,SDHN,E702,4,1.0,2025-07-04,15:00:08,A8851528240,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
CSZ95039275,SDHN,J790,4,4.0,2025-07-04,15:00:08,CSZ95039275,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
D99367K0810,SDHN,F753,4,1.0,2025-07-04,15:00:08,D99367K0810,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
D8536178010,SDHN,F752,4,1.0,2025-07-04,15:00:08,D8536178010,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
C53887E0030,SDHN,J790,4,1.0,2025-07-04,15:00:08,C53887E0030,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
A9004430281,SDHN,F747,4,1.0,2025-07-04,15:00:08,A9004430281,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
C89542E0380,SDHN,J710,4,1.0,2025-07-04,15:00:08,C89542E0380,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
A525760D060,SDHN,F701,4,1.0,2025-07-04,15:00:08,A525760D060,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
D4881548070,SDHN,F753,4,2.0,2025-07-04,15:00:08,D4881548070,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
A5386628010,SDHN,E705,4,1.0,2025-07-04,15:00:08,A5386628010,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
A9009904542,SDHN,E702,4,4.0,2025-07-04,15:00:08,A9009904542,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
A813300D090,SDHN,F709,4,1.0,2025-07-04,15:00:08,A813300D090,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
A8850148311,SDHN,E702,4,1.0,2025-07-04,15:00:08,A8850148311,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
D8930552010,SDHN,F752,4,1.0,2025-07-04,15:00:08,D8930552010,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
D8520878050,SDHN,F752,4,1.0,2025-07-04,15:00:08,D8520878050,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
D8934878120C1,SDHN,F752,4,2.0,2025-07-04,15:00:08,D8934878120C1,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
CS49A0EV010,SDHN,J710,4,1.0,2025-07-04,15:00:08,CS49A0EV010,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
D5314560030,SDHN,F752,4,2.0,2025-07-04,15:00:08,D5314560030,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
D4806948070,SDHN,F753,4,1.0,2025-07-04,15:00:08,D4806948070,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
D4806848070,SDHN,F753,4,1.0,2025-07-04,15:00:08,D4806848070,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,203,SDHN_B203
D5380476010,SDHN,E752,4,1.0,2025-07-04,15:00:08,D5380476010,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,204,SDHN_B204
C76621E0200,SDHN,J790,4,1.0,2025-07-04,15:00:08,C76621E0200,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,204,SDHN_B204
D8211478010,SDHN,F752,4,1.0,2025-07-04,15:00:08,D8211478010,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,204,SDHN_B204
A6921030401A4,SDHN,E704,4,1.0,2025-07-04,15:00:08,A6921030401A4,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,204,SDHN_B204
D5211676011,SDHN,E752,4,1.0,2025-07-04,15:00:08,D5211676011,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,204,SDHN_B204
A8850128360,SDHN,E702,4,1.0,2025-07-04,15:00:08,A8850128360,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,204,SDHN_B204
D4333049165,SDHN,F753,4,1.0,2025-07-04,15:00:08,D4333049165,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,204,SDHN_B204
A8851528200,SDHN,E702,4,1.0,2025-07-04,15:00:08,A8851528200,2025-07-04 15:00:08,2025-07-04 17:30:00,OTHER,204,SDHN_B204
V7100135948,SDHN,E751,4,100.0,2025-07-04,15:00:15,V7100135948,2025-07-04 15:00:15,2025-07-04 17:30:00,OTHER,204,SDHN_B204
A692170D928,SDHN,E749,4,1.0,2025-07-04,15:00:15,A692170D928,2025-07-04 15:00:15,2025-07-04 17:30:00,OTHER,204,SDHN_B204
6C37HC0DJ51,SDHN,E722,4,1.0,2025-07-04,15:00:15,6C37HC0DJ51,2025-07-04 15:00:15,2025-07-04 17:30:00,OTHER,204,SDHN_B204
6C5FJY00P01,SDTC,E716,4,1.0,2025-07-04,15:00:15,6C5FJY00P01,2025-07-04 15:00:15,2025-07-04 17:30:00,TC1,183,SDTC_B183
A8850102320,SDTC,E707,4,1.0,2025-07-04,15:00:15,A8850102320,2025-07-04 15:00:15,2025-07-04 17:30:00,TC1,183,SDTC_B183
